1.349
3.749
8.249
14.549
16.95
19.95
23.25
26.25
28.95
33.45
36.45
40.05
41.849
43.649
46.049
48.449
50.549
53.549
56.549
59.249
63.449
66.449
69.449
73.35
76.95
